BWBBP,OHLC.BWBBP,418,2627998
BUFB,OHLC.BUFB,406,2665921
OACB.U,OHLC.OACB.U,828,3245900
VELOU,OHLC.VELOU,2361,3261055
BOCT,OHLC.BOCT,2841,3316373
BNNRU,OHLC.BNNRU,2003,3534185
VENA,OHLC.VENA,4965,3483870
CCTSU,OHLC.CCTSU,738,333107
BYN.U,OHLC.BYN.U,785,655558
BWAQU,OHLC.BWAQU,224,755765
BSJR,OHLC.BSJR,4681,1060402
BUYZ,OHLC.BUYZ,2507,1180334
OCC,OHLC.OCC,5857,1489842
VEL,OHLC.VEL,9465,2101127
BSGAU,OHLC.BSGAU,936,856056
OLIT,OHLC.OLIT,122,306629
CEFA,OHLC.CEFA,299,327638
CDZIP,OHLC.CDZIP,1928,497713
BNSO,OHLC.BNSO,5307,1063583
ORIAU,OHLC.ORIAU,653,628218
VEGN,OHLC.VEGN,3460,748641
OBCI,OHLC.OBCI,5011,1531431
BUL,OHLC.BUL,932,292586
ONYXU,OHLC.ONYXU,780,345546
CCNEP,OHLC.CCNEP,790,458270
OACP,OHLC.OACP,162,431127
ONBPO,OHLC.ONBPO,644,617540
BNNR,OHLC.BNNR,715,646581
IFMK,OHLC.IFMK,12038,2769745
CEFD,OHLC.CEFD,1217,867512
BUFG,OHLC.BUFG,5304,1130580
BSMU,OHLC.BSMU,627,468087
OGCP,OHLC.OGCP,342,382989
XRLV,OHLC.XRLV,908,470004
WBIT,OHLC.WBIT,996,449846
OFSSH,OHLC.OFSSH,413,249840
CBRG,OHLC.CBRG,184,280572
VIRS,OHLC.VIRS,458,762598
BOC,OHLC.BOC,5159,962223
NZRO,OHLC.NZRO,177,761690
BOCNU,OHLC.BOCNU,833,1063652
BRIVU,OHLC.BRIVU,1270,751815
BNOX,OHLC.BNOX,989,672061
CACG,OHLC.CACG,3729,1080684
BOCN,OHLC.BOCN,118,218093
WNDY,OHLC.WNDY,661,298872
BSKY,OHLC.BSKY,1505,439198
BSAQ,OHLC.BSAQ,1971,570835
OBT,OHLC.OBT,1267,786656
BUFF,OHLC.BUFF,4297,1252157
BREZR,OHLC.BREZR,1917,681337
VELO,OHLC.VELO,6481,1669290
BOB,OHLC.BOB,783,285697
BNIX,OHLC.BNIX,337,241346
OFED,OHLC.OFED,997,327537
BWAQR,OHLC.BWAQR,79,356543
BNGE,OHLC.BNGE,131,372527
ONBPP,OHLC.ONBPP,606,520111
VTIQU,OHLC.VTIQU,3153,877728
OND,OHLC.OND,563,359835
BYNOU,OHLC.BYNOU,757,335537
WINN,OHLC.WINN,478,397269
OALC,OHLC.OALC,946,387311
BYTSU,OHLC.BYTSU,750,547160
TMFM,OHLC.TMFM,1381,757210
BYTE,OHLC.BYTE,655,360004
OCTZ,OHLC.OCTZ,390,347769
BNIXR,OHLC.BNIXR,391,378682
OCIO,OHLC.OCIO,547,416947
OHAAU,OHLC.OHAAU,1170,432357
TMAC.U,OHLC.TMAC.U,846,388426
VENAR,OHLC.VENAR,3995,739016
BOAC.U,OHLC.BOAC.U,2080,1044840
BRLI,OHLC.BRLI,651,725977
BRPMU,OHLC.BRPMU,1651,806551
BOAS,OHLC.BOAS,4088,1076745
BSGAR,OHLC.BSGAR,1424,636689
BNDD,OHLC.BNDD,14264,2761448
BWAQ,OHLC.BWAQ,95,939671
OCAXU,OHLC.OCAXU,601,401823
BNOV,OHLC.BNOV,2367,947508
BTHM,OHLC.BTHM,510,600617
BNDC,OHLC.BNDC,2837,921409
BNE,OHLC.BNE,971,591389
OBOR,OHLC.OBOR,999,328768
BSJS,OHLC.BSJS,1551,1152021
CAS.U,OHLC.CAS.U,584,1316607
OACB,OHLC.OACB,11838,2242611
CDX,OHLC.CDX,296,1410522
TMPMU,OHLC.TMPMU,266,1410664
BSBE,OHLC.BSBE,1869,1748332
BOAS.U,OHLC.BOAS.U,1406,635223
AXAS,OHLC.AXAS,13944,3362356
BRD.U,OHLC.BRD.U,500,879510
OHPA,OHLC.OHPA,1346,1045995
AAPL,OHLC.AAPL,205540,39819245
ONEO,OHLC.ONEO,740,3210681
OBND,OHLC.OBND,246,2863490
CCAI,OHLC.CCAI,372,1642629
VENAU,OHLC.VENAU,472,2959253
CCZ,OHLC.CCZ,599,3029129
ONG,OHLC.ONG,2046,3443091
OPOF,OHLC.OPOF,1075,3264442
VLU,OHLC.VLU,4518,3600154
CBLS,OHLC.CBLS,362,223190
VEGI,OHLC.VEGI,13126,1780085
